Title,Subtitle,Authors,Year,Publisher,Referenced,Versions
Integrating word relationships into language models,Proceedings of the 28th annual international ACM …,"G Cao, JY Nie, J Bai",2005,dl.acm.org,212,13
[PDF] Releasing the Source Code of Large Language Models via Conversational Access,,R Hunter,,roscohunter.github.io,0,1
"Read like humans: Autonomous, bidirectional and iterative language modeling for scene text recognition",Proceedings of the …,"S Fang, H Xie, Y Wang, Z Mao…",2021,openaccess.thecvf.com,256,8
Evaluating the representational power of pre-trained DNA language models for regulatory genomics,bioRxiv,"Z Tang, PK Koo",2024,biorxiv.org,1,1
[PDF] Improved hindi broadcast ASR by adapting the language model and pronunciation model using a priori syntactic and morphophonemic knowledge.,INTERSPEECH,"P Jyothi, M Hasegawa",2015,cse.iitb.ac.in,10,9
[PDF] Class-based n-gram models of natural language,Computational …,"PF Brown, VJ Della Pietra, PV Desouza…",1992,aclanthology.org,4511,16
"Educational modelling language: modelling reusable, interoperable, rich and personalised units of learning",British journal of educational …,"R Koper, J Manderveld",2004,Wiley Online Library,261,7
[PDF] Improving transformer-based end-to-end speech recognition with connectionist temporal classification and language model integration,,T Nakatani,isca,archive.org,229,8
Detecting ESG topics using domain-specific language models and data augmentation approaches,arXiv preprint arXiv:2010.08319,"T Nugent, N Stelea, JL Leidner",2020,arxiv.org,7,2
[PDF] Factored language models and generalized parallel backoff,Companion Volume of the Proceedings of …,"J Bilmes, K Kirchhoff",2003,aclanthology.org,395,13
Learning to Decode Collaboratively with Multiple Language Models,arXiv e …,"S Zejiang Shen, H Lang, B Wang, Y Kim…",2024,ui.adsabs.harvard.edu,0,1
"AI Literacy for the Age of Large Language Models: A Guide to Inner Workings, Limitations, Prompting, and Responsible Use",,M Hoque,2023,researchportal.port.ac.uk,0,1
[PDF] Comparative Analysis of ML (Machine Learning) and LLM (Large Language Models) in Resume Parsing: A Paradigm Shift in Talent Acquisition,,E Kaygin,2023,researchgate.net,0,1
Understanding Online Attitudes with Pre-Trained Language Models,Proceedings of the International Conference on …,"W Power, Z Obradovic",2023,dl.acm.org,0,1
Bridging Language Barriers In Clinical Screening: Leveraging Large Language Models (LLMs) to Generate Bilingual Screening Surveys for Patients with Limited …,,T VanDyk,2024,scholarworks.uvm.edu,0,1
Research on Grid Inspection Technology based on General Knowledge Enhanced multi-modal Large Language Models,,"P Gao, Z Raoa, S Gaoa, Y Zhenga, Y Lia",Proc. of SPIE Vol,spiedigitallibrary.org,0,1
Time-based language models,Proceedings of the twelfth international conference on …,"X Li, WB Croft",2003,dl.acm.org,363,13
Identifying Incarceration Status in the Electronic Health Record Using Large Language Models in Emergency Department Settings,,"T Huang, V Socrates, A Gilson, C Safranek, L Chi…",Journal of Clinical and …,cambridge.org,0,1
[PDF] … MULTI-CLASS NEWS CLASSIFICATION THROUGH BERT-AUGMENTED PROMPT ENGINEERING IN LARGE LANGUAGE MODELS: A NOVEL APPROACH,The 10th International scientific and practical …,"F Zhao, F Yu",2024,dspace.uzhnu.edu.ua,0,1
CrowS-pairs: A challenge dataset for measuring social biases in masked language models,arXiv preprint arXiv …,"N Nangia, C Vania, R Bhalerao…",2020,arxiv.org,399,6
Reflexion: Language agents with verbal reinforcement learning,Advances in …,"N Shinn, F Cassano, A Gopinath…",2024,proceedings.neurips.cc,239,2
The development of language-like communication without a language model,Science,S Goldin,1977,science.org,469,9
Cluster-based retrieval using language models,Proceedings of the 27th annual international ACM …,"X Liu, WB Croft",2004,dl.acm.org,617,6
Language modeling for bag-of-visual words image categorization,… of the 2008 international conference on …,"P Tirilly, V Claveau, P Gros",2008,dl.acm.org,201,12
Diffusion on language model embeddings for protein sequence generation,arXiv preprint arXiv …,"V Meshchaninov, P Strashnov, A Shevtsov…",2024,arxiv.org,0,1
Morph-based speech recognition and modeling of out-of-vocabulary words across languages,… Speech and Language …,"M Creutz, T Hirsimäki, M Kurimo, A Puurula…",2007,dl.acm.org,190,10
[PDF] Can large language models improve student learning?,,TH Pers,Improving University Science Teaching and Learning,tidsskrift.dk,0,1
Lightly supervised and unsupervised acoustic model training,Computer Speech & Language,"L Lamel, JL Gauvain, G Adda",2002,Elsevier,387,20
[PDF] Application of Large Language Models in Automatic Websites Remediation: A Preliminary Study on Enhancing Web Accessibility with ChatGPT,,"A Othman, A Dhouib, AN Al Jabor",,researchgate.net,0,1
Anomaly Detection by Adapting a pre-trained Vision Language Model,arXiv preprint arXiv:2403.09493,"Y Cai, X He, D Liang, A Tong, X Bai",2024,arxiv.org,0,1
Transformers and Language Models in Form Understanding: A Comprehensive Review of Scanned Document Analysis,arXiv preprint arXiv …,"A Abdallah, D Eberharter, Z Pfister, A Jatowt",2024,arxiv.org,0,1
Exploring pre-trained language models for event extraction and generation,Proceedings of the 57th …,"S Yang, D Feng, L Qiao, Z Kan, D Li",2019,aclanthology.org,326,1
[PDF] Bayesian unsupervised word segmentation with nested Pitman-Yor language modeling,… Language Processing of the …,"D Mochihashi, T Yamada, N Ueda",2009,aclanthology.org,337,19
FontCLIP: A Semantic Typography Visual-Language Model for Multilingual Font Applications,arXiv preprint arXiv …,"Y Tatsukawa, I Shen, A Qi, Y Koyama…",2024,arxiv.org,0,1
PENGEMBANGAN APLIKASI LATIHAN SOAL MENGGUNAKAN LARGE LANGUAGE MODEL (LLM) BERBASIS WEB,,"AE TARIGAN, E TANTAWI, J SITANGGANG",2024,repository.mikroskil.ac.id,0,1
Language models and search algorithms for real-time speech recognition,Machine Studies,C Scagliola,1985,Elsevier,237,3
Motionlm: Multi-agent motion forecasting as language modeling,Proceedings of the …,"A Seff, B Cera, D Chen, M Ng, A Zhou…",2023,openaccess.thecvf.com,15,6
PreCurious: How Innocent Pre-Trained Language Models Turn into Privacy Traps,arXiv preprint arXiv:2403.09562,"R Liu, T Wang, Y Cao, L Xiong",2024,arxiv.org,0,1
Moses: Open source toolkit for statistical machine translation,Proceedings of the …,"P Koehn, H Hoang, A Birch…",2007,research.ed.ac.uk,7196,46
Deidentifying a Norwegian clinical corpus-An effort to create a privacy-preserving Norwegian large clinical language model,… to Language Data …,"P Ngo, M Tejedor, TO Svenning…",2024,aclanthology.org,0,1
A word graph algorithm for large vocabulary continuous speech recognition,Computer Speech & Language,"S Ortmanns, H Ney, X Aubert",1997,Elsevier,272,8
[PDF] Integrating language and vision to generate natural language descriptions of videos in the wild,"… of COLING 2014,  the …","J Thomason, S Venugopalan…",2014,aclanthology.org,261,9
Vision-Language Models for Medical Report Generation and Visual Question Answering: A Review,arXiv preprint arXiv:2403.02469,"I Hartsock, G Rasool",2024,arxiv.org,0,1
AI Language Models Could Both Help and Harm Equity in Marine Policymaking: The Case Study of the BBNJ Question-Answering Bot,arXiv preprint arXiv …,"M Ziegler, S Lothian, B O'Neill, R Anderson…",2024,arxiv.org,0,1
"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter",arXiv preprint arXiv:1910.01108,"V Sanh, L Debut, J Chaumond, T Wolf",2019,arxiv.org,5568,5
Klue: Korean language understanding evaluation,arXiv preprint arXiv …,"S Park, J Moon, S Kim, WI Cho, J Han, J Park…",2021,arxiv.org,200,7
Freelb: Enhanced adversarial training for natural language understanding,arXiv preprint arXiv …,"C Zhu, Y Cheng, Z Gan, S Sun, T Goldstein…",2019,arxiv.org,443,5
BERTology meets biology: interpreting attention in protein language models,arXiv preprint arXiv …,"J Vig, A Madani, LR Varshney, C Xiong…",2020,arxiv.org,246,10
[PDF] Understanding minerals better: Advancing mineral classification framework through explainable AI and large language model integration,,"TTH Nguyen, TCM Truong",,researchgate.net,0,1
"Match, expand and improve: Unsupervised finetuning for zero-shot action recognition with language knowledge",Proceedings of the …,"W Lin, L Karlinsky, N Shvetsova…",2023,openaccess.thecvf.com,10,8
[PDF] The CMU statistical language modeling toolkit and its use in the 1994 ARPA CSR evaluation,,R Rosenfeld,1995,kilthub.cmu.edu,167,9
Jointly modeling deep video and compositional text to bridge vision and language in a unified framework,… of the AAAI conference on artificial …,"R Xu, C Xiong, W Chen, J Corso",2015,ojs.aaai.org,376,9
A statistical semantic language model for source code,Proceedings of the 2013 …,"TT Nguyen, AT Nguyen, HA Nguyen…",2013,dl.acm.org,288,2
Pix2struct: Screenshot parsing as pretraining for visual language understanding,International …,"K Lee, M Joshi, IR Turc, H Hu, F Liu…",2023,proceedings.mlr.press,94,7
"Pre-train, prompt, and predict: A systematic survey of prompting methods in natural language processing",ACM Computing …,"P Liu, W Yuan, J Fu, Z Jiang, H Hayashi…",2023,dl.acm.org,2865,4
Enriching pre-trained language model with entity information for relation classification,Proceedings of the 28th ACM international conference …,"S Wu, Y He",2019,dl.acm.org,403,5
Multi-class composite N-gram language model,Speech communication,"H Yamamoto, S Isogai, Y Sagisaka",2003,Elsevier,58,7
Word embedding based generalized language model for information retrieval,Proceedings of the 38th …,"D Ganguly, D Roy, M Mitra, GJF Jones",2015,dl.acm.org,307,10
[PDF] Sentence-level MT evaluation without reference translations: Beyond language modeling,Proceedings of the 10th EAMT …,"M Gamon, A Aue, M Smets",2005,aclanthology.org,151,8
[PDF] Recurrent continuous translation models,… methods in natural language …,"N Kalchbrenner, P Blunsom",2013,aclanthology.org,1851,6
Thesis Proposal: Detecting Empathy Using Multimodal Language Model,Proceedings of the …,"MR Hasan, MZ Hossain, A Krishna…",2024,aclanthology.org,0,1
Large-scale adversarial training for vision-and-language representation learning,Advances in Neural …,"Z Gan, YC Chen, L Li, C Zhu…",2020,proceedings.neurips.cc,447,9
AI language models are transforming the medical writing space–like it or not!,Medical Writing,K Martin,2023,journal.emwa.org,0,1
[BUCH] Bayesian learning of probabilistic language models,,A Stolcke,1994,search.proquest.com,304,9
[PDF] GPoeT: a language model trained for rhyme generation on synthetic data,,A Popescu,arodes.hes,so.ch,2,1
LEGION: Harnessing Pre-trained Language Models for GitHub Topic Recommendations with Distribution-Balance Loss,arXiv preprint arXiv …,"YT Dang, TL Cong, PT Nguyen, AMT Bui…",2024,arxiv.org,0,1
Hatebert: Retraining bert for abusive language detection in english,arXiv preprint arXiv …,"T Caselli, V Basile, J Mitrović, M Granitzer",2020,arxiv.org,269,9
ERNIE: Enhanced language representation with informative entities,arXiv preprint arXiv …,"Z Zhang, X Han, Z Liu, X Jiang, M Sun, Q Liu",2019,arxiv.org,1473,12
[HTML] Covid-twitter-bert: A natural language processing model to analyse covid-19 content on twitter,Frontiers in artificial …,"M Müller, M Salathé, PE Kummervold",2023,frontiersin.org,379,12
Ammus: A survey of transformer-based pretrained models in natural language processing,arXiv preprint arXiv …,"KS Kalyan, A Rajasekharan, S Sangeetha",2021,arxiv.org,217,3
UDParse@ SIGTYP 2024 Shared Task: Modern language models for historical languages,Proceedings of the 6th Workshop on Research in …,J Heinecke,2024,aclanthology.org,1,2
In-context Prompt Learning for Test-time Vision Recognition with Frozen Vision-language Model,arXiv preprint arXiv:2403.06126,"J Yin, X Zhang, L Wu, X Xie, X Wang",2024,arxiv.org,0,1
Information Flow Routes: Automatically Interpreting Language Models at Scale,arXiv preprint arXiv:2403.00824,"J Ferrando, E Voita",2024,arxiv.org,0,1
A comparative study of methods for estimating query language models with pseudo feedback,Proceedings of the 18th ACM conference on …,"Y Lv, CX Zhai",2009,dl.acm.org,225,8
A language modeling framework for expert finding,Information Processing & Management,"K Balog, L Azzopardi, M de Rijke",2009,Elsevier,294,19
[HTML] Shared computational principles for language processing in humans and deep language models,Nature …,"A Goldstein, Z Zada, E Buchnik, M Schain, A Price…",2022,nature.com,213,16
PageRank without hyperlinks: Structural reranking using links induced by language models,ACM Transactions on Information Systems (TOIS),"O Kurland, L Lee",2010,dl.acm.org,265,17
Language modeling by variable length sequences: Theoretical formulation and evaluation of multigrams,1995 International Conference on …,"S Deligne, F Bimbot",1995,ieeexplore.ieee.org,232,7
Why Generate When You Can Discriminate? A Novel Technique for Text Classification using Language Models,Findings of the …,"S Pawar, N Ramrakhiyani, A Sinha…",2024,aclanthology.org,0,1
Frequency Balanced Datasets Lead to Better Language Models,Findings of the Association for …,"R Zevallos, M Farrús, N Bel",2023,aclanthology.org,1,1
Multi-task deep neural networks for natural language understanding,arXiv preprint arXiv:1901.11504,"X Liu, P He, W Chen, J Gao",2019,arxiv.org,1306,6
Pre-training with whole word masking for chinese bert,"… ,  Speech,  and Language …","Y Cui, W Che, T Liu, B Qin…",2021,ieeexplore.ieee.org,1159,6
IIITDWD-zk@ DravidianLangTech-2024: Leveraging the Power of Language Models for Hate Speech Detection in Telugu-English Code-Mixed Text,… for Dravidian Languages,"Z Shaik, SKR Kasu, S Saumya…",2024,aclanthology.org,1,2
Learning the language of viral evolution and escape,Science,"B Hie, ED Zhong, B Berger, B Bryson",2021,science.org,219,20
Arabert: Transformer-based model for arabic language understanding,arXiv preprint arXiv:2003.00104,"W Antoun, F Baly, H Hajj",2020,arxiv.org,858,9
"[PDF] “As an AI language model, I cannot”: Investigating LLM Denials of User Requests",,"J Wester, T Schrills, H Pohl, N van Berkel",2024,joelwester.com,0,1
Prefix-tuning: Optimizing continuous prompts for generation,arXiv preprint arXiv:2101.00190,"XL Li, P Liang",2021,arxiv.org,2430,9
"Bart: Denoising sequence-to-sequence pre-training for natural language generation, translation, and comprehension",arXiv preprint arXiv …,"M Lewis, Y Liu, N Goyal, M Ghazvininejad…",2019,arxiv.org,8637,7
UzRoberta: A pre-trained language model for Uzbek,AIP Conference Proceedings,"R Davronov, F Adilova",2024,pubs.aip.org,0,1
Communicating about quantity without a language model: Number devices in homesign grammar,Cognitive psychology,"M Coppola, E Spaepen, S Goldin",2013,Elsevier,59,18
[PDF] Improving language models by clustering training sentences,Fourth Conference on Applied Natural Language …,D Carter,1994,aclanthology.org,43,11
[PDF] Long short-term memory recurrent neural network architectures for large scale acoustic modeling,,"H Sak, AW Senior, F Beaufays",isca,archive.org,3094,8
Parsimonious language models for information retrieval,Proceedings of the 27th annual …,"D Hiemstra, S Robertson, H Zaragoza",2004,dl.acm.org,167,15
Program synthesis for character level language modeling,International conference on …,"P Bielik, V Raychev, M Vechev",2022,openreview.net,16,6
Adapting Language Models When Training on Privacy-Transformed Data,13th Language …,"MAT Turan, D Klakow, E Vincent…",2022,inria.hal.science,2,8
Functorial Language Models,arXiv preprint arXiv:2103.14411,"A Toumi, A Koziell",2021,arxiv.org,208,8
The curious case of neural text degeneration,arXiv preprint arXiv …,"A Holtzman, J Buys, L Du, M Forbes, Y Choi",2019,arxiv.org,2349,8
[PDF] Cognitive Computational Neuroscience of Language: Using Computational Models to Investigate Language Processing in the Brain,… of Language,"A Lopopolo, E Fedorenko, R Levy…",2024,direct.mit.edu,0,1
[PDF] Language modeling with utterance-meaning pairs,,"GJ Wirsching, C Kölbl",opus.bibliothek.uni,augsburg.de,13,6
Tinybert: Distilling bert for natural language understanding,arXiv preprint arXiv …,"X Jiao, Y Yin, L Shang, X Jiang, X Chen, L Li…",2019,arxiv.org,1560,5
Git: A generative image-to-text transformer for vision and language,arXiv preprint arXiv …,"J Wang, Z Yang, X Hu, L Li, K Lin, Z Gan, Z Liu…",2022,arxiv.org,312,4
An end-to-end neural network for polyphonic piano music transcription,"… Audio,  Speech,  and Language …","S Sigtia, E Benetos, S Dixon",2016,ieeexplore.ieee.org,385,14
Modeling long distance dependence in language: Topic mixtures vs. dynamic cache models,… Conference on Spoken Language …,"R Iyer, M Ostendorf",1996,ieeexplore.ieee.org,155,11
Unicoder-vl: A universal encoder for vision and language by cross-modal pre-training,Proceedings of the AAAI …,"G Li, N Duan, Y Fang, M Gong, D Jiang",2020,aaai.org,817,12
Taking a hint: Leveraging explanations to make vision and language models more grounded,Proceedings of the …,"RR Selvaraju, S Lee, Y Shen, H Jin…",2019,openaccess.thecvf.com,239,12
It5: Large-scale text-to-text pretraining for italian language understanding and generation,arXiv preprint arXiv:2203.03759,"G Sarti, M Nissim",2022,arxiv.org,32,3
Language as a latent variable: Discrete generative models for sentence compression,arXiv preprint arXiv:1609.07317,"Y Miao, P Blunsom",2016,arxiv.org,258,5
Language conditioned imitation learning over unstructured data,arXiv preprint arXiv:2005.07648,"C Lynch, P Sermanet",2020,arxiv.org,171,8
Statistical language modeling for speech disfluencies,1996 IEEE International Conference on …,"A Stolcke, E Shriberg",1996,ieeexplore.ieee.org,209,14
[PDF] Unified language modeling using finite-state transducers with first applications.,,"HJGA Dolfing, PG Buckley, D Horowitz",isca,archive.org,6,3
Exploiting language models for annotation-efficient knowledge discovery,,J Huang,2023,ideals.illinois.edu,0,1
An Interpretable Ensemble of Graph and Language Models for Improving Search Relevance in E-Commerce,arXiv preprint arXiv …,"N Choudhary, EW Huang, K Subbian…",2024,arxiv.org,0,1
[PDF] The astounding effectiveness of dual language education for all,NABE Journal of Research and practice,"VP Collier, WP Thomas",2004,musd.org,1128,13
[PDF] Improving Conversation-Context Language Models with Multiple Spoken Language Understanding Models.,,"R Masumura, T Tanaka, A Ando, H Kamiyama…",isca,archive.org,5,3
ProtLLM: An Interleaved Protein-Language LLM with Protein-as-Word Pre-Training,arXiv preprint arXiv …,"L Zhuo, Z Chi, M Xu, H Huang, H Zheng, C He…",2024,arxiv.org,0,1
Unsupervised cross-lingual representation learning at scale,arXiv preprint arXiv …,"A Conneau, K Khandelwal, N Goyal…",2019,arxiv.org,4984,10
KEPLER: A unified model for knowledge embedding and pre-trained language representation,Transactions of the …,"X Wang, T Gao, Z Zhu, Z Zhang, Z Liu, J Li…",2021,direct.mit.edu,547,11
Wikireading: A novel large-scale language understanding task over wikipedia,arXiv preprint arXiv …,"D Hewlett, A Lacoste, L Jones, I Polosukhin…",2016,arxiv.org,157,7
"An introduction to deep learning in natural language processing: Models, techniques, and tools",Neurocomputing,"I Lauriola, A Lavelli, F Aiolli",2022,Elsevier,299,4
"Theory and practice-language education models in Africa: Research, design, decision-making and outcomes",,K Heugh,2011,repository.hsrc.ac.za,290,1
A structured model language for large continuous systems,,H Elmqvist,1978,portal.research.lu.se,444,3
Msr-vtt: A large video description dataset for bridging video and language,Proceedings of the IEEE …,"J Xu, T Mei, T Yao, Y Rui",2016,openaccess.thecvf.com,1718,13
[PDF] Online large-margin training for statistical machine translation,… in Natural Language …,"T Watanabe, J Suzuki, H Tsukada…",2007,aclanthology.org,240,14
Person search with natural language description,Proceedings of the …,"S Li, T Xiao, H Li, B Zhou, D Yue…",2017,openaccess.thecvf.com,376,13
Probabilistic relevance models based on document and query generation,Language modeling for information retrieval,"J Lafferty, C Zhai",2003,Springer,229,3
Is chatgpt a general-purpose natural language processing task solver?,arXiv preprint arXiv …,"C Qin, A Zhang, Z Zhang, J Chen, M Yasunaga…",2023,arxiv.org,407,4
HamNoSys–representing sign language data in language resources and language processing contexts,,T Hanke,lang.uni,hamburg.de,410,4
Scene text recognition using higher order language priors,British machine vision …,"A Mishra, K Alahari, CV Jawahar",2012,inria.hal.science,659,21
[PDF] An Introduction to Noor Corpus and its Language Model,… on Persian language …,"MH Elahimanesh, B Minaei",2012,researchgate.net,2,2
[PDF] Linguistic regularities in continuous space word representations,… linguistics: Human language …,"T Mikolov, W Yih, G Zweig",2013,aclanthology.org,5072,16
[HTML] Fast multi-language LSTM-based online handwriting recognition,International Journal on …,"V Carbune, P Gonnet, T Deselaers, HA Rowley…",2020,Springer,157,8
Image as a foreign language: Beit pretraining for all vision and vision-language tasks,arXiv preprint arXiv …,"W Wang, H Bao, L Dong, J Bjorck, Z Peng, Q Liu…",2022,arxiv.org,218,5
[PDF] Dialogue act classification using language models.,EuroSpeech,"N Reithinger, M Klesen",1997,Citeseer,209,6
Representation degeneration problem in training natural language generation models,arXiv preprint arXiv …,"J Gao, D He, X Tan, T Qin, L Wang, TY Liu",2019,arxiv.org,203,4
"Authors in the Age of Language-generation AI: To be or not to be, is that Really the Question?",Archives of Medical Research,JD Martínez,2023,Elsevier,6,1
GPT-3: What's it good for?,Natural Language Engineering,R Dale,2021,cambridge.org,464,4
Clinical natural language processing for secondary uses,Journal of Biomedical …,"Y Gao, D Mahajan, Ö Uzuner, M Yetisgen",2024,Elsevier,0,1
[PDF] Semi-supervised acoustic and language modeling for hindi ASR,,"SP Rath, TS Bandarupalli, N Shah, N Onoe…",isca,archive.org,1,4
Semantics-aware BERT for language understanding,Proceedings of the …,"Z Zhang, Y Wu, H Zhao, Z Li, S Zhang, X Zhou…",2020,ojs.aaai.org,383,7
Towards Cognition-Aligned Visual Language Models via Zero-Shot Instance Retrieval,,"T Ma, D Organisciak, W Ma, Y Long",2024,preprints.org,0,1
How2: a large-scale dataset for multimodal language understanding,arXiv preprint arXiv …,"R Sanabria, O Caglayan, S Palaskar, D Elliott…",2018,arxiv.org,250,9
Language identification using Gaussian mixture model tokenization,"… on acoustics,  speech …",PA Torres,2002,ieeexplore.ieee.org,236,12
The woman worked as a babysitter: On biases in language generation,arXiv preprint arXiv …,"E Sheng, KW Chang, P Natarajan, N Peng",2019,arxiv.org,454,7
Neural sign language translation,Proceedings of the …,"NC Camgoz, S Hadfield, O Koller…",2018,openaccess.thecvf.com,542,17
A theoretically grounded application of dropout in recurrent neural networks,Advances in neural information …,"Y Gal, Z Ghahramani",2016,proceedings.neurips.cc,1937,10
IndoNLU: Benchmark and resources for evaluating Indonesian natural language understanding,arXiv preprint arXiv …,"B Wilie, K Vincentio, GI Winata, S Cahyawijaya…",2020,arxiv.org,238,7
Piqa: Reasoning about physical commonsense in natural language,… of the AAAI conference on artificial …,"Y Bisk, R Zellers, J Gao, Y Choi",2020,ojs.aaai.org,604,9
Reproducible scaling laws for contrastive language-image learning,Proceedings of the …,"M Cherti, R Beaumont, R Wightman…",2023,openaccess.thecvf.com,212,6
[PDF] Construction of spoken language model including fillers using filler prediction model.,,"K Ohta, M Tsuchiya, S Nakagawa",isca,archive.org,6,2
[PDF] The n-best algorithm: Efficient procedure for finding top n sentence hypotheses,Speech and Natural Language …,"YL Chow, R Schwartz",1989,aclanthology.org,169,6
Pretraining-based natural language generation for text summarization,arXiv preprint arXiv:1902.09243,"H Zhang, J Xu, J Wang",2019,arxiv.org,239,5
The power of scale for parameter-efficient prompt tuning,arXiv preprint arXiv:2104.08691,"B Lester, R Al",2021,arxiv.org,2207,9
Communication-efficient learning of deep networks from decentralized data,Artificial intelligence …,"B McMahan, E Moore, D Ramage…",2017,proceedings.mlr.press,14452,6
Opensubtitles2016: Extracting large parallel corpora from movie and tv subtitles,,"P Lison, J Tiedemann",2016,duo.uio.no,872,8
Comparing Human Text Classification Performance and Explainability with Large Language and Machine Learning Models Using Eye-Tracking,,"JD Venkatesh, A Jaiswal, G Nanda",2024,europepmc.org,0,1
Architecture for Converting Natural Language to SQL Queries,,"K Patlolla, S Walker, C Augusto",2024,tdcommons.org,0,1
[PDF] Learning a spelling error model from search query logs,Proceedings of Human Language …,"F Ahmad, G Kondrak",2005,aclanthology.org,143,17
Unleashing the Power of Language Models in Text-Attributed Graph,Findings of the …,"H Kuang, J Xu, H Zhang, Z Zhao, Q Zhang…",2023,aclanthology.org,1,2
Cross‐language transfer of morphological awareness in Chinese–English bilinguals,Journal of Research …,"A Pasquarella, X Chen, K Lam, YC Luo…",2011,Wiley Online Library,252,9
Automatic language identification of telephone speech messages using phoneme recognition and n-gram modeling,Proceedings of ICASSP'94. IEEE …,"MA Zissman, E Singer",1994,ieeexplore.ieee.org,197,4
Investigating grammatical abstraction in language models using few-shot learning of novel noun gender,Findings of the …,"P Sukumaran, C Houghton…",2024,aclanthology.org,0,1
[PDF] Generating text with recurrent neural networks,Proceedings of the 28th …,"I Sutskever, J Martens, GE Hinton",2011,cs.toronto.edu,1989,18
Quiet-STaR: Language Models Can Teach Themselves to Think Before Speaking,arXiv preprint arXiv …,"E Zelikman, G Harik, Y Shao, V Jayasiri…",2024,arxiv.org,0,1
Bridging Language and Items for Retrieval and Recommendation,arXiv preprint arXiv …,"Y Hou, J Li, Z He, A Yan, X Chen, J McAuley",2024,arxiv.org,0,1
Chronos: Learning the Language of Time Series,arXiv preprint arXiv …,"AF Ansari, L Stella, C Turkmen, X Zhang…",2024,arxiv.org,0,1
Evolution of transfer learning in natural language processing,arXiv preprint arXiv:1910.07370,"A Malte, P Ratadiya",2019,arxiv.org,60,2
Specaugment: A simple data augmentation method for automatic speech recognition,arXiv preprint arXiv …,"DS Park, W Chan, Y Zhang, CC Chiu, B Zoph…",2019,arxiv.org,3625,9
[PDF] Approaches to language identification using Gaussian mixture models and shifted delta cepstral features.,Interspeech,PA Torres,2002,Citeseer,614,9
Ul2: Unifying language learning paradigms,arXiv preprint arXiv …,"Y Tay, M Dehghani, VQ Tran, X Garcia, J Wei…",2022,arxiv.org,249,4
[HTML] Systematic evaluation of common natural language processing techniques to codify clinical notes,Plos one,"N Tavabi, M Singh, J Pruneski, AM Kiapour",2024,journals.plos.org,7,3
Building end-to-end dialogue systems using generative hierarchical neural network models,Proceedings of the AAAI …,"I Serban, A Sordoni, Y Bengio, A Courville…",2016,ojs.aaai.org,2027,12
[PDF] Domain adaptation via pseudo in-domain data selection,… empirical methods in natural language …,"A Axelrod, X He, J Gao",2011,aclanthology.org,658,10
A vector space modeling approach to spoken language identification,"… on Audio,  Speech,  and Language …","H Li, B Ma, CH Lee",2006,ieeexplore.ieee.org,295,11
[HTML] The ERP response to the amount of information conveyed by words in sentences,Brain and language,"SL Frank, LJ Otten, G Galli, G Vigliocco",2015,Elsevier,386,18
Deid-gpt: Zero-shot medical text de-identification by gpt-4,arXiv preprint arXiv …,"Z Liu, Y Huang, X Yu, L Zhang, Z Wu, C Cao…",2023,arxiv.org,96,2
[PDF] Combining lexical and grammatical features to improve readability measures for first and second language texts,Human language …,"M Heilman, K Collins",2007,aclanthology.org,296,13
Word embedding for understanding natural language: a survey,Guide to big data applications,"Y Li, T Yang",2018,Springer,293,3
Harnessing Moderate-Sized Language Models for Reliable Patient Data De-identification in Emergency Department Records: An Evaluation of Strategies and …,,"O Dorémus, D Russon, B Contrand, A Guerra",2024,inria.hal.science,0,1
Using proprietary language models in academic research requires explicit justification,Nature Computational Science,"A Palmer, NA Smith, A Spirling",2024,nature.com,1,3
[PDF] Generative Language Models in Education: Foreign Language Learning and the Teacher as Prompt Engineer,,I Isemonger,,teflpraxis.org,0,1
Enriching word vectors with subword information,Transactions of the …,"P Bojanowski, E Grave, A Joulin…",2017,direct.mit.edu,11869,15
Towards end-to-end speech recognition with recurrent neural networks,International conference on machine …,"A Graves, N Jaitly",2014,proceedings.mlr.press,2888,11
[BUCH] Statistical identification of language,,T Dunning,1994,researchgate.net,539,11
"Tracing the Roots of Facts in Multilingual Language Models: Independent, Shared, and Transferred Knowledge",arXiv preprint arXiv:2403.05189,"X Zhao, N Yoshinaga, D Oba",2024,arxiv.org,0,1
Language-independent and language-adaptive acoustic modeling for speech recognition,Speech Communication,"T Schultz, A Waibel",2001,Elsevier,513,23
[PDF] Translation modeling with bidirectional recurrent neural networks,… in natural language …,"M Sundermeyer, T Alkhouli, J Wuebker…",2014,aclanthology.org,257,13
The Potential of Vision-Language Models for Content Moderation of Children's Videos,arXiv preprint arXiv:2312.03936,"SH Ahmed, S Hu, G Sukthankar",2023,arxiv.org,0,1
Scaling up vision-language pre-training for image captioning,Proceedings of the …,"X Hu, Z Gan, J Wang, Z Yang, Z Liu…",2022,openaccess.thecvf.com,199,6
Five sources of bias in natural language processing,Language and linguistics compass,"D Hovy, S Prabhumoye",2021,Wiley Online Library,171,6
LMbot: distilling graph knowledge into language model for graph-less deployment in twitter bot detection,Proceedings of the 17th …,"Z Cai, Z Tan, Z Lei, Z Zhu, H Wang, Q Zheng…",2024,dl.acm.org,3,2
Sentencepiece: A simple and language independent subword tokenizer and detokenizer for neural text processing,arXiv preprint arXiv:1808.06226,"T Kudo, J Richardson",2018,arxiv.org,3238,8
