ID_author,Title,Authors,Part_of,Year,Zitiert_von
194,"A High-Performance Design, Implementation, Deployment, and Evaluation of The Slim Fly Network","N Blach, M Besta, D De Sensi, J Domke, H Harake, S Li, P Iff, ...",arXiv preprint arXiv:2310.03742,2023,
196,Encouraging Divergent Thinking in Large Language Models through Multi-Agent Debate,"T Liang, Z He, W Jiao, X Wang, Y Wang, R Wang, Y Yang, Z Tu, S Shi",arXiv preprint arXiv:2305.19118,2023,94
196,ParroT: Translating during Chat using Large Language Models tuned with Human Translation and Feedback,"W Jiao, J Huang, W Wang, Z He, T Liang, X Wang, S Shi, Z Tu",Findings of EMNLP,2023,31
196,Exploring Human-Like Translation Strategy with Large Language Models,"Z He, T Liang, W Jiao, Z Zhang, Y Yang, R Wang, Z Tu, S Shi, X Wang",TACL,2023,25
196,Bridging the Data Gap between Training and Inference for Unsupervised Neural Machine Translation,"Z He, X Wang, R Wang, S Shi, Z Tu",ACL,2022,13
196,Igniting Language Intelligence: The Hitchhiker's Guide From Chain-of-Thought Reasoning to Language Agents,"Z Zhang, Y Yao, A Zhang, X Tang, X Ma, Z He, Y Wang, M Gerstein, ...",arXiv preprint arXiv:2311.11797,2023,10
196,Tencent ai lab-shanghai jiao tong university low-resource translation system for the wmt22 translation task,"Z He, X Wang, Z Tu, S Shi, R Wang",WMT,2022,8
196,Improving machine translation with human feedback: An exploration of quality estimation as a reward model,"Z He, X Wang, W Jiao, Z Zhang, R Wang, S Shi, Z Tu",arXiv preprint arXiv:2401.12873,2024,2
196,CLEAN-EVAL: Clean Evaluation on Contaminated Large Language Models,"W Zhu, H Hao, Z He, Y Song, Y Zhang, H Hu, Y Wei, R Wang, H Lu",arXiv preprint arXiv:2311.09154,2023,2
196,Leveraging Word Guessing Games to Assess the Intelligence of Large Language Models,"T Liang, Z He, J Huang, W Wang, W Jiao, R Wang, Y Yang, Z Tu, S Shi, ...",arXiv preprint arXiv:2310.20499,2023,2
196,R-Judge: Benchmarking Safety Risk Awareness for LLM Agents,"T Yuan, Z He, L Dong, Y Wang, R Zhao, T Xia, L Xu, B Zhou, F Li, Z Zhang, ...",arXiv preprint arXiv:2401.10019,2024,1
196,Discrete limited attentional collaborative filtering for fast social recommendation,"Z Hu, X Zhou, Z He, Z Yang, J Chen, J Huang","Engineering Applications of Artificial Intelligence 123, 106437",2023,1
196,Improving Open-Ended Text Generation via Adaptive Decoding,"W Zhu, H Hao, Z He, Y Ai, R Wang",arXiv preprint arXiv:2402.18223,2024,
196,Measuring Bargaining Abilities of LLMs: A Benchmark and A Buyer-Enhancement Method,"T Xia, Z He, T Ren, Y Miao, Z Zhang, Y Yang, R Wang",arXiv preprint arXiv:2402.15813,2024,
196,Is Cognition and Action Consistent or Not: Investigating Large Language Model's Personality,"Y Ai, Z He, Z Zhang, W Zhu, H Hao, K Yu, L Chen, R Wang",arXiv preprint arXiv:2402.14679,2024,
196,Can Watermarks Survive Translation? On the Cross-lingual Consistency of Text Watermark for Large Language Models,"Z He, B Zhou, H Hao, A Liu, X Wang, Z Tu, Z Zhang, R Wang",arXiv preprint arXiv:2402.14007,2024,
196,Unsupervised Sign Language Translation and Generation,"Z Guo, Z He, W Jiao, X Wang, R Wang, K Chen, Z Tu, Y Xu, M Zhang",arXiv preprint arXiv:2402.07726,2024,
196,TeCS: A Dataset and Benchmark for Tense Consistency of Machine Translation,"Y Ai, Z He, K Yu, R Wang",ACL,2023,
197,Encouraging divergent thinking in large language models through multi-agent debate,"T Liang, Z He, W Jiao, X Wang, Y Wang, R Wang, Y Yang, Z Tu, S Shi",arXiv preprint arXiv:2305.19118,2023,94
197,Exploring human-like translation strategy with large language models,"Z He, T Liang, W Jiao, Z Zhang, Y Yang, R Wang, Z Tu, S Shi, X Wang","Transactions of the Association for Computational Linguistics 12, 229-246",2024,23
197,ParroT: Translating during chat using large language models tuned with human translation and feedback,"W Jiao, J Huang, W Wang, Z He, T Liang, X Wang, S Shi, Z Tu","Findings of the Association for Computational Linguistics: EMNLP 2023, 15009 …",2023,7
197,Leveraging Word Guessing Games to Assess the Intelligence of Large Language Models,"T Liang, Z He, J Huang, W Wang, W Jiao, R Wang, Y Yang, Z Tu, S Shi, ...",arXiv preprint arXiv:2310.20499,2023,2
197,Acronym Extraction with Hybrid Strategies.,"S Li, C Yang, T Liang, X Zhu, C Yu, Y Yang",SDU@ AAAI,2022,2
197,Multilingual acronym disambiguation with multichoice classification,"X Zhu, C Yu, S Li, T Liang, C Yang, Y Yang",SDU@ AAAI-22,2022,1
200,Gan inversion: A survey,"W Xia, Y Zhang, Y Yang, JH Xue, B Zhou, MH Yang",IEEE Transactions on Pattern Analysis and Machine Intelligence (TPAMI) 45 (3 …,2022,447
200,Tedigan: Text-guided diverse face image generation and manipulation,"W Xia, Y Yang, JH Xue, B Wu",IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR 2021 …,2021,324
200,Self-supervised feature learning for 3d medical images by playing a rubik’s cube,"X Zhuang, Y Li, Y Hu, K Ma, Y Yang, Y Zheng",International Conference on Medical Image Computing and Computer-Assisted …,2019,159
200,"Face recognition by sparse discriminant analysis via joint L2, 1-norm minimization","X Shi, Y Yang, Z Guo, Z Lai","Pattern Recognition 47 (7), 2447-2453",2014,132
200,MANIQA: Multi-dimension Attention Network for No-Reference Image Quality Assessment,"S Yang, T Wu, S Shi, S Lao, Y Gong, M Cao, J Wang, Y Yang",IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshop …,2022,120
200,Compressing convolutional neural networks via factorized convolutional filters,"T Li, B Wu, Y Yang, Y Fan, Y Zhang, W Liu",IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR 2019 …,2019,118
200,E-FallD: A fall detection system using android-based smartphone,"Y Cao, Y Yang, WH Liu",2012 9th International Conference on Fuzzy Systems and Knowledge Discovery …,2012,112
200,StyleHEAT: One-Shot High-Resolution Editable Talking Face Generation via Pre-trained StyleGAN,"F Yin, Y Zhang, X Cun, M Cao, Y Fan, X Wang, Q Bai, B Wu, J Wang, ...","European Conference on Computer Vision (ECCV 2022) 13677, 85–101",2022,96
200,Encouraging divergent thinking in large language models through multi-agent debate,"T Liang, Z He, W Jiao, X Wang, Y Wang, R Wang, Y Yang, Z Tu, S Shi",arXiv preprint arXiv:2305.19118,2023,94
200,NTIRE 2022 challenge on perceptual image quality assessment,"J Gu, H Cai, C Dong, JS Ren, R Timofte, Y Gong, S Lao, S Shi, J Wang, ...",IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshop …,2022,89
200,Critic: Large language models can self-correct with tool-interactive critiquing,"Z Gou, Z Shao, Y Gong, Y Shen, Y Yang, N Duan, W Chen",arXiv preprint arXiv:2305.11738,2023,84
200,Sparse adversarial attack via perturbation factorization,"Y Fan, B Wu, T Li, Y Zhang, M Li, Z Li, Y Yang","European Conference on Computer Vision (ECCV 2020), 35-50",2020,83
200,Convolutional neural network for cell classification using microscope images of intracellular actin networks,"RW Oei, G Hou, F Liu, J Zhong, J Zhang, Z An, L Xu, Y Yang","PloS one 14 (3), e0213626",2019,82
200,A framework of joint graph embedding and sparse regression for dimensionality reduction,"X Shi, Z Guo, Z Lai, Y Yang, Z Bao, D Zhang","IEEE Transactions on Image Processing (TIP) 24 (4), 1341-1355",2015,61
200,A Multi-sentiment-resource Enhanced Attention Network for Sentiment Classification,"Z Lei, Y Yang, M Yang, Y Liu","Association for Computational Linguistics (ACL 2018) 2, 758–763",2018,59
200,Probabilistic modeling of semantic ambiguity for scene graph generation,"G Yang, J Zhang, Y Zhang, B Wu, Y Yang",IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR 2021 …,2021,57
200,A human-like semantic cognition network for aspect-level sentiment classification,"Z Lei, Y Yang, M Yang, W Zhao, J Guo, Y Liu","the AAAI Conference on Artificial Intelligence (AAAI 2019) 33 (01), 6650-6657",2019,44
200,Connecting large language models with evolutionary algorithms yields powerful prompt optimizers,"Q Guo, R Wang, J Guo, B Li, K Song, X Tan, G Liu, J Bian, Y Yang",arXiv preprint arXiv:2309.08532,2023,39
200,Towards open-world text-guided face image generation and manipulation,"W Xia, Y Yang, JH Xue, B Wu",arXiv preprint arXiv:2104.08910,2021,37
200,Solving Math Word Problems via Cooperative Reasoning induced Language Models,"YY Xinyu Zhu, Junjie Wang, Lin Zhang, Yuxiang Zhang, Yongfeng Huang, Ruyi ...","Association for Computational Linguistics (ACL 2023) 1, 4471–4485",2023,35
200,Attentions Help CNNs See Better: Attention-based Hybrid Image Quality Assessment Network,"S Lao, Y Gong, S Shi, S Yang, T Wu, J Wang, W Xia, Y Yang",IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshop …,2022,35
200,Tora: A tool-integrated reasoning agent for mathematical problem solving,"Z Gou, Z Shao, Y Gong, ...",ICLR,2023,34
200,Learning Quality-aware Dynamic Memory for Video Object Segmentation,"Y Liu, R Yu, F Yin, X Zhao, W Zhao, W Xia, Y Yang","European Conference on Computer Vision (ECCV 2020) 13689, 468–486",2022,32
200,"NTIRE 2022 challenge on super-resolution and quality enhancement of compressed video: Dataset, methods and results","R Yang, R Timofte, M Zheng, Q Xing, M Qiao, M Xu, L Jiang, H Liu, ...",IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshop …,2022,32
200,Exploring social activeness and dynamic interest in community-based recommender system,"B Yin, Y Yang, W Liu","Proceedings of the 23rd International Conference on World Wide Web, 771-776",2014,31
200,Rethinking alignment in video super-resolution transformers,"S Shi, J Gu, L Xie, X Wang, Y Yang, C Dong","Annual Conference on Neural Information Processing Systems 2022, NeurIPS 2022",2022,29
200,Region-adaptive deformable network for image quality assessment,"S Shi, Q Bai, M Cao, W Xia, J Wang, Y Chen, Y Yang",IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshop …,2021,29
200,Sentiment lexicon enhanced attention-based LSTM for sentiment classification,"Z Lei, Y Yang, M Yang",Thirty-second AAAI conference on artificial intelligence (AAAI 2018),2018,28
200,Node classification in social network via a factor graph model,"H Xu, Y Yang, L Wang, W Liu",Pacific-Asia Conference on Knowledge Discovery and Data Mining (PAKDD 2013 …,2013,28
200,High-fidelity GAN Inversion with Padding Space,"Q Bai, Y Xu, J Zhu, W Xia, Y Yang, Y Shen",European Conference on Computer Vision (ECCV 2020),2022,26
200,SAAN: a sentiment-aware attention network for sentiment analysis,"Z Lei, Y Yang, M Yang",The 41st international ACM SIGIR conference on research & development in …,2018,26
200,Exploring human-like translation strategy with large language models,"Z He, T Liang, W Jiao, Z Zhang, Y Yang, R Wang, Z Tu, S Shi, X Wang","Transactions of the Association for Computational Linguistics 12, 229-246",2024,25
200,3D gan inversion with facial symmetry prior,"F Yin, Y Zhang, X Wang, T Wang, X Li, Y Gong, Y Fan, X Cun, Y Shan, ...",Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern …,2023,25
200,Global Spectral Filter Memory Network for Video Object Segmentation,"Y Liu, R Yu, J Wang, X Zhao, Y Wang, Y Tang, Y Yang","European Conference on Computer Vision (ECCV 2020), 648-665",2022,25
200,Cali-sketch: Stroke calibration and completion for high-quality face image generation from human-like sketches,"W Xia, Y Yang, JH Xue","Neurocomputing 460, 256-265",2021,24
200,VDTR: Video Deblurring with Transformer,"M Cao, Y Fan, Y Zhang, J Wang, Y Yang",IEEE Transactions on Circuits and Systems for Video Technology (TCSVT),2022,23
200,Adder attention for vision transformer,"H Shu, J Wang, H Chen, L Li, Y Yang, Y Wang","Advances in Neural Information Processing Systems (NeurIPS) 34, 19899-19909",2021,20
200,Face recognition with occlusion,"Y Su, Y Yang, Z Guo, W Yang","2015 3rd IAPR Asian Conference on Pattern Recognition (ACPR), 670-674",2015,19
200,EmpHi: Generating Empathetic Responses with Human-like Intents,"MY Chen, S Li, Y Yang",NAACL 2022（the North American Chapter of the Association for Computational …,2022,18
200,Global knowledge calibration for fast open-vocabulary segmentation,"K Han, Y Liu, JH Liew, H Ding, J Liu, Y Wang, Y Tang, Y Yang, J Feng, ...","Proceedings of the IEEE/CVF International Conference on Computer Vision, 797-807",2023,16
200,Learning Adaptive Warping for Real-World Rolling Shutter Correction,"M Cao, Z Zhong, J Wang, Y Zheng, Y Yang",IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR 2022 …,2022,16
200,Pairwise constraints-guided non-negative matrix factorization for document clustering,"YJ Yang, BG Hu","IEEE/WIC/ACM International Conference on Web Intelligence (WI'07), 250-256",2007,16
200,Exploring personalized travel route using POIs,"J Li, Y Yang, W Liu","International Journal of Computer Theory and Engineering 7 (2), 126",2015,15
200,Unsupervised multi-domain multimodal image-to-image translation with explicit domain-constrained disentanglement,"W Xia, Y Yang, JH Xue","Neural Networks 131, 50-63",2020,14
200,Controllable continuous gaze redirection,"W Xia, Y Yang, JH Xue, W Feng","the 28th ACM International Conference on Multimedia (ACM MM 2020), 1782-1790",2020,14
200,Domain fingerprints for no-reference image quality assessment,"W Xia, Y Yang, JH Xue, J Xiao",IEEE Transactions on Circuits and Systems for Video Technology (TCSVT) 31 (4 …,2020,14
200,A comprehensive survey of recommendation system based on taxi GPS trajectory,"Y Hu, Y Yang, B Huang","2015 International Conference on Service Science (ICSS), 99-105",2015,14
200,Map: Multimodal uncertainty-aware vision-language pre-training model,"Y Ji, J Wang, Y Gong, L Zhang, Y Zhu, H Wang, J Zhang, T Sakai, Y Yang",Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern …,2023,13
200,Corrosion analysis and remaining useful life prediction for storage tank bottom,"Y Feng, Y Yang, B Huang","International Journal of Advanced Robotic Systems 16 (5), 1729881419877051",2019,13
200,Combining user-based and global lexicon features for sentiment analysis in twitter,"Z Jin, Y Yang, X Bao, B Huang","2016 International Joint Conference on Neural Networks (IJCNN), 4525-4532",2016,13
200,Mirtt: Learning multimodal interaction representations from trilinear transformers for visual question answering,"J Wang, Y Ji, J Sun, Y Yang, T Sakai","Findings of the Association for Computational Linguistics: EMNLP 2021, 2280-2292",2021,12
200,Recommending people to follow using asymmetric factor models with social graphs,"T Ma, Y Yang, L Wang, B Yuan",Soft Computing in Industrial Applications: Proceedings of the 17th Online …,2014,12
200,Aacp: Model compression by accurate and automatic channel pruning,"L Lin, S Chen, Y Yang, Z Guo","2022 26th International Conference on Pattern Recognition (ICPR), 2049-2055",2022,11
200,An enhanced fall detection approach based on cost sensitivity analysis,"S Huang, Y Yang, W Liu",2011 First ACIS International Symposium on Software and Network Engineering …,2011,11
200,Cognitive representation learning of self-media online article quality,"Y Wang, S Huang, G Li, Q Deng, D Liao, P Si, Y Yang, J Xu","the 28th ACM International Conference on Multimedia (ACM MM 2020), 843-851",2020,10
200,A service mode of expert finding in social network,"X Li, J Ma, Y Yang, D Wang","2013 International Conference on Service Sciences (ICSS), 220-223",2013,10
200,Incremental Learning for Dynamic Collaborative Filtering.,"S Han, Y Yang, W Liu","J. Softw. 6 (6), 969-976",2011,10
200,Talecrafter: Interactive story visualization with multiple characters,"Y Gong, Y Pang, X Cun, M Xia, H Chen, L Wang, Y Zhang, X Wang, ...",arXiv preprint arXiv:2305.18247,2023,9
200,Topic enhanced controllable CVAE for dialogue generation (student abstract),"Y Wang, P Si, Z Lei, Y Yang","the AAAI Conference on Artificial Intelligence (AAAI 2020) 34 (10), 13955-13956",2020,8
200,Latent community discovery with network regularization for core actors clustering,"G Xun, Y Yang, L Wang, W Liu","Proceedings of COLING 2012: Posters, 1351-1360",2012,8
200,MvP: Multi-view Prompting Improves Aspect Sentiment Tuple Prediction,"Z Gou, Q Guo, Y Yang","Association for Computational Linguistics (ACL 2023) 1, 4380–4397",2023,7
200,Generalizable Black-Box Adversarial Attack with Meta Learning,"F Yin, Y Zhang, B Wu, Y Feng, J Zhang, Y Fan, Y Yang",IEEE Transactions on Pattern Analysis and Machine Intelligence (TPAMI),2023,7
200,RIFormer: Keep your vision backbone effective but removing token mixer,"J Wang, S Zhang, Y Liu, T Wu, Y Yang, X Liu, K Chen, P Luo, D Lin",Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern …,2023,7
200,Multimodal prototype-enhanced network for few-shot action recognition,"X Ni, Y Liu, H Wen, Y Ji, J Xiao, Y Yang",arXiv preprint arXiv:2212.04873,2022,7
200,MCSCSet: A Specialist-annotated Dataset for Medical-domain Chinese Spelling Correction,"W Jiang, Z Ye, Z Ou, R Zhao, J Zheng, Y Liu, B Liu, S Li, Y Yang, Y Zheng",The 31st ACM International Conference on Information & Knowledge Management …,2022,7
200,More: A metric learning based framework for open-domain relation extraction,"Y Wang, R Lou, K Zhang, MY Chen, Y Yang","IEEE International Conference on Acoustics, Speech and Signal Processing …",2021,7
200,LAAN: A linguistic-aware attention network for sentiment analysis,"Z Lei, Y Yang, Y Liu","Companion Proceedings of the The Web Conference 2018, 47-48",2018,7
200,Trended DTW based on piecewise linear approximation for time series mining,"L Sun, Y Yang, W Liu","2011 IEEE 11th International Conference on Data Mining Workshops, 877-884",2011,7
200,Guaranteed-cost design based on TS fuzzy model,"Y Yujiu, Y Dong, G Xijin",Proceedings of the 4th World Congress on Intelligent Control and Automation …,2002,7
200,Soc: Semantic-assisted object cluster for referring video object segmentation,"Z Luo, Y Xiao, Y Liu, S Li, Y Wang, Y Tang, X Li, Y Yang",Advances in Neural Information Processing Systems 36,2024,6
200,Spurious feature diversification improves out-of-distribution generalization,"Y Lin, L Tan, Y Hao, H Wong, H Dong, W Zhang, Y Yang, T Zhang",arXiv preprint arXiv:2309.17230,2023,6
200,Feature expansion for graph neural networks,"J Sun, L Zhang, G Chen, P Xu, K Zhang, Y Yang","International Conference on Machine Learning, 33156-33176",2023,6
200,Syngen: A syntactic plug-and-play module for generative aspect-based sentiment analysis,"C Yu, T Wu, J Li, X Bai, Y Yang","ICASSP 2023-2023 IEEE International Conference on Acoustics, Speech and …",2023,6
200,Modeling fine-grained information via knowledge-aware hierarchical graph for zero-shot entity retrieval,"T Wu, X Bai, W Guo, W Liu, S Li, Y Yang",Proceedings of the Sixteenth ACM International Conference on Web Search and …,2023,6
200,Glead: Improving gans with a generator-leading task,"Q Bai, C Yang, Y Xu, X Liu, Y Yang, Y Shen",Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern …,2023,6
200,Seeing what you miss: Vision-language pre-training with semantic completion learning,"Y Ji, R Tu, J Jiang, W Kong, C Cai, W Zhao, H Wang, Y Yang, W Liu",Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern …,2023,6
200,Attention Probe: Vision Transformer Distillation in the Wild,"J Wang, M Cao, S Shi, B Wu, Y Yang","IEEE International Conference on Acoustics, Speech and Signal Processing …",2022,6
200,Context enhanced short text matching using clickthrough data,"MY Chen, H Jiang, Y Yang",arXiv preprint arXiv:2203.01849,2022,6
200,FAT-RE: A faster dependency-free model for relation extraction,"L Ding, Z Lei, G Xun, Y Yang","Journal of Web Semantics 65, 100598",2020,6
200,A Unified Record Linkage Strategy for Web Service,"Q Kan, Y Yang, S Zhen, W Liu",Third International Conference on Knowledge Discovery and Data Mining,2010,6
200,Iigroup submissions for wmt22 word-level autocompletion task,"C Yang, S Li, C Shi, Y Yang","Proceedings of the Seventh Conference on Machine Translation (WMT), 1187-1191",2022,5
200,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing: System …,"H Ji, JC Park, R Xia",Proceedings of the 59th Annual Meeting of the Association for Computational …,2021,5
200,Qualityaware and selective prior enhancement memory network for video object segmentation,"Y Liu, R Yu, X Zhao, Y Yang",CVPR Workshop 2,2021,5
200,Cooperative semantic segmentation and image restoration in adverse environmental conditions,"W Xia, Z Cheng, Y Yang, JH Xue",arXiv preprint arXiv:1911.00679,2019,5
200,Residual dilated network with attention for image blind denoising,"G Hou, Y Yang, JH Xue","2019 IEEE International Conference on Multimedia and Expo (ICME), 248-253",2019,5
200,Artificial Intelligence and Mobile Services-Aims 2018,"M Aiello, Y Yang, Y Zou, LJ Zhang",Springer International Publishing,2018,5
200,Chinese text classification using key characters string kernel,"S Zheng, Y Yang, H Wu, W Liu","2009 Fifth International Conference on Semantics, Knowledge and Grid, 113-119",2009,5
200,Fighting WebSpam: Detecting spam on the graph via content and link features,"Yu-Jiu Yang, Shuang-Hong Yang, Bao-Gang Hu","12th Pacific-Asia Conference, PAKDD 2008 Osaka, Japan, May 20-23, 2008 …",2008,5
200,Textbind: Multi-turn interleaved multimodal instruction-following,"H Li, S Li, D Cai, L Wang, L Liu, T Watanabe, Y Yang, S Shi",arXiv preprint arXiv:2309.08637,2023,4
200,Accelerating diffusion models for inverse problems through shortcut sampling,"G Liu, H Sun, J Li, F Yin, Y Yang",arXiv preprint arXiv:2305.16965,2023,4
200,"STaR: Knowledge graph embedding by scaling, translation and rotation","J Li, Y Yang","International Conference on AI and Mobile Services, 31-45",2022,4
200,Improving your graph neural networks: a high-frequency booster,"J Sun, L Zhang, S Zhao, Y Yang","2022 IEEE International Conference on Data Mining Workshops (ICDMW), 748-756",2022,4
200,PoseDet: Fast Multi-Person Pose Estimation Using Pose Embedding,"C Tian, R Yu, X Zhao, W Xia, H Wang, Y Yang",IEEE International Conference on Automatic Face and Gesture Recognition (FG …,2021,4
200,HSCJN: A holistic semantic constraint joint network for diverse response generation,"Y Wang, P Si, Z Lei, G Xun, Y Yang","Computer Speech & Language 65, 101135",2021,4
200,G2T: Generating Fluent Descriptions for Knowledge Graph,"Y Shi, Z Luo, P Zhu, F Ji, W Zhou, H Chen, Y Yang",the 43rd International ACM SIGIR Conference on Research and Development in …,2020,4
200,Stock-uniBERT: a news-based cost-sensitive ensemble BERT model for stock trading,"X Man, J Lin, Y Yang",2020 IEEE 18th International Conference on Industrial Informatics (INDIN) 1 …,2020,4
200,Match4rec: A novel recommendation algorithm based on bidirectional encoder representation with the matching task,"L Zhang, J Yan, Y Yang, L Xiu","Neural Information Processing: 27th International Conference, ICONIP 2020 …",2020,4
200,Word embedding representation with synthetic position and context information for relation extraction,"Y Shi, Y Yang, Y Liu","2018 IEEE International Conference on Big Knowledge (ICBK), 106-112",2018,4
200,Parallel multi-feature attention on neural sentiment classification,"Z Pengcheng, Y Yujiu",Proceedings of the 8th International Symposium on Information and …,2017,4
200,Solving credit scoring problem with ensemble learning: A case study,"H Xie, S Han, X Shu, X Yang, X Qu, S Zheng",2009 Second International Symposium on Knowledge Acquisition and Modeling 1 …,2009,4
200,Realcompo: Dynamic equilibrium between realism and compositionality improves text-to-image diffusion models,"X Zhang, L Yang, Y Cai, Z Yu, J Xie, Y Tian, M Xu, Y Tang, Y Yang, B Cui",arXiv preprint arXiv:2402.12908,2024,3
200,Assessor360: Multi-sequence network for blind omnidirectional image quality assessment,"T Wu, S Shi, H Cai, M Cao, J Xiao, Y Zheng, Y Yang",Advances in Neural Information Processing Systems 36,2024,3
200,A thorough examination of decoding methods in the era of llms,"C Shi, H Yang, D Cai, Z Zhang, Y Wang, Y Yang, W Lam",arXiv preprint arXiv:2402.06925,2024,3
200,Chain of history: Learning and forecasting with llms for temporal knowledge graph completion,"R Luo, T Gu, H Li, J Li, Z Lin, J Li, Y Yang",arXiv preprint arXiv:2401.06072,2024,3
200,CoSeR: Bridging Image and Language for Cognitive Super-Resolution,"H Sun, W Li, J Liu, H Chen, R Pei, X Zou, Y Yan, Y Yang",arXiv preprint arXiv:2311.16512,2023,3
200,Modeling GAN Latent Dynamics using Neural ODEs,"W Xia, Y Yang, JH Xue",NeurIPS 2023 Workshop on Deep Learning and Inverse Problems,2023,3
200,AutoConv: Automatically Generating Information-seeking Conversations with Large Language Models,"S Li, C Yang, Y Yin, X Zhu, Z Cheng, L Shang, X Jiang, Q Liu, Y Yang","Association for Computational Linguistics (ACL 2023), 1751–1762",2023,3
200,Ica-proto: Iterative cross alignment prototypical network for incremental few-shot relation classification,"W Jiang, Z Ye, B Liu, R Zhao, J Zheng, M Li, Z Li, Y Yang, Y Zheng","Findings of the Association for Computational Linguistics: EACL 2023, 2275-2284",2023,3
200,Edge-free but structure-aware: Prototype-guided knowledge distillation from gnns to mlps,"T Wu, Z Zhao, J Wang, X Bai, L Wang, N Wong, Y Yang",arXiv preprint arXiv:2303.13763,2023,3
200,Toontalker: Cross-domain face reenactment,"Y Gong, Y Zhang, X Cun, F Yin, Y Fan, X Wang, B Wu, Y Yang",Proceedings of the IEEE/CVF International Conference on Computer Vision …,2023,3
200,Towards real-world video deblurring by exploring blur formation process,"M Cao, Z Zhong, Y Fan, J Wang, Y Zhang, J Wang, Y Yang, Y Zheng","European Conference on Computer Vision, 327-343",2022,3
200,Identity-guided face generation with multi-modal contour conditions,"Q Bai, W Xia, F Yin, Y Yang","2022 IEEE International Conference on Image Processing (ICIP), 1881-1885",2022,3
200,Real-time human-centric segmentation for complex video scenes,"R Yu, C Tian, W Xia, X Zhao, L Wang, Y Yang","Image and Vision Computing (IVC), 104552",2022,3
200,Meta-functional Equivalent Translation of Chinese Folk Song: Intercultural Communication of Zhuang Ethnic Minority as an Example,Y Yang,Springer Nature,2022,3
200,Prompt-based Model for Acronym Disambiguation via Negative Sampling,"T Wu, X Bai, Y Yang",SDU@ AAAI-22 Thirty-Sixth AAAI Conference on Artificial Intelligence,2022,3
200,Research on supply chain recovery strategy under disruption risks,"Y Yi, P Chen, Y Yang, Y Wang","Journal of System Simulation 33 (12), 2771-2781",2022,3
200,Coarse-to-fine searching for efficient generative adversarial networks,"J Wang, H Shu, W Xia, Y Yang, Y Wang",arXiv preprint arXiv:2104.09223,2021,3
200,DP-BERT: dynamic programming BERT for text summarization,"S Cao, Y Yang","Artificial Intelligence: First CAAI International Conference, CICAI 2021 …",2021,3
200,Relational facts extraction with splitting mechanism,"Y Shi, Y Yang","2020 IEEE International Conference on Knowledge Graph (ICKG), 374-379",2020,3
200,SDSK2BERT: Explore the specific depth with specific knowledge to compress BERT,"L Ding, Y Yang","2020 IEEE International Conference on Knowledge Graph (ICKG), 420-425",2020,3
200,HGCN4MeSH: Hybrid Graph Convolution Network for MeSH Indexing,"M Yu, Y Yang, C Li",the 58th Annual Meeting of the Association for Computational Linguistics …,2020,3
200,HFF: Hybrid feature fusion model for click-through rate prediction,"Y Shi, Y Yang","International Conference on Cognitive Computing, 3-14",2020,3
200,Stance detection with target and target towards attention,"W Gao, Y Yang, Y Liu","2018 IEEE International Conference on Big Knowledge (ICBK), 432-439",2018,3
200,Merging recovery feature network to faster RCNN for low-resolution images detection,"R Zhang, Y Yang",2017 IEEE global conference on signal and information processing (GlobalSIP …,2017,3
200,Parallel DNNs for users and items modeling and recommendation using comments,"W Yuan, Y Yang, X Bao","2017 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced …",2017,3
200,ICSRec: Interest circle-based recommendation system incorporating social propagation,"WL Bin Yin, Yujiu Yang","Information Science and Technology (ICIST), 2014 4th IEEE International …",2014,3
200,An integrated approach for detecting approximate duplicate records,"Y Yang, W Liu, X Liu",2009 Asia-Pacific Conference on Computational Intelligence and Industrial …,2009,3
200,Agentboard: An analytical evaluation board of multi-turn llm agents,"C Ma, J Zhang, Z Zhu, C Yang, Y Yang, Y Jin",arXiv preprint arXiv:2401.13178,2024,2
200,Bridging the Gap: A Unified Video Comprehension Framework for Moment Retrieval and Highlight Detection,"Y Xiao, Z Luo, Y Liu, Y Ma, H Bian, Y Ji, Y Yang, X Li",arXiv preprint arXiv:2311.16464,2023,2
200,Hint-enhanced In-Context Learning wakes Large Language Models up for knowledge-intensive tasks,"Y Wang, Q Guo, X Ni, C Shi, L Liu, H Jiang, Y Yang",arXiv preprint arXiv:2311.01949,2023,2
200,Leveraging Word Guessing Games to Assess the Intelligence of Large Language Models,"T Liang, Z He, J Huang, W Wang, W Jiao, R Wang, Y Yang, Z Tu, S Shi, ...",arXiv preprint arXiv:2310.20499,2023,2
