ID_paper,Title,Subtitle,Authors,Year,Publisher,Referenced,Versions
720,Contrastive Region Guidance: Improving Grounding in Vision-Language Models without Training,arXiv preprint arXiv …,"D Wan, J Cho, E Stengel",2024,arxiv.org,0,1
721,Vilbert: Pretraining task-agnostic visiolinguistic representations for vision-and-language tasks,Advances in neural …,"J Lu, D Batra, D Parikh, S Lee",2019,proceedings.neurips.cc,3193,8
722,Integrating word relationships into language models,Proceedings of the 28th annual international ACM …,"G Cao, JY Nie, J Bai",2005,dl.acm.org,212,13
723,[PDF] Releasing the Source Code of Large Language Models via Conversational Access,,R Hunter,,roscohunter.github.io,0,1
724,"Read like humans: Autonomous, bidirectional and iterative language modeling for scene text recognition",Proceedings of the …,"S Fang, H Xie, Y Wang, Z Mao…",2021,openaccess.thecvf.com,256,8
725,[PDF] Improved hindi broadcast ASR by adapting the language model and pronunciation model using a priori syntactic and morphophonemic knowledge.,INTERSPEECH,"P Jyothi, M Hasegawa",2015,cse.iitb.ac.in,10,9
726,[PDF] Class-based n-gram models of natural language,Computational …,"PF Brown, VJ Della Pietra, PV Desouza…",1992,aclanthology.org,4511,16
727,"Educational modelling language: modelling reusable, interoperable, rich and personalised units of learning",British journal of educational …,"R Koper, J Manderveld",2004,Wiley Online Library,261,7
728,Evaluating the representational power of pre-trained DNA language models for regulatory genomics,bioRxiv,"Z Tang, PK Koo",2024,biorxiv.org,1,1
729,[PDF] Improving transformer-based end-to-end speech recognition with connectionist temporal classification and language model integration,,T Nakatani,isca,archive.org,229,8
730,[PDF] Factored language models and generalized parallel backoff,Companion Volume of the Proceedings of …,"J Bilmes, K Kirchhoff",2003,aclanthology.org,395,13
731,Learning to Decode Collaboratively with Multiple Language Models,arXiv e …,"S Zejiang Shen, H Lang, B Wang, Y Kim…",2024,ui.adsabs.harvard.edu,0,1
732,[PDF] Joint morphological-lexical language modeling for machine translation,Human Language Technologies 2007: The …,"R Sarikaya, Y Deng",2007,aclanthology.org,43,8
733,"AI Literacy for the Age of Large Language Models: A Guide to Inner Workings, Limitations, Prompting, and Responsible Use",,M Hoque,2023,researchportal.port.ac.uk,0,1
734,[PDF] Comparative Analysis of ML (Machine Learning) and LLM (Large Language Models) in Resume Parsing: A Paradigm Shift in Talent Acquisition,,E Kaygin,2023,researchgate.net,0,1
735,Understanding Online Attitudes with Pre-Trained Language Models,Proceedings of the International Conference on …,"W Power, Z Obradovic",2023,dl.acm.org,0,1
736,Bridging Language Barriers In Clinical Screening: Leveraging Large Language Models (LLMs) to Generate Bilingual Screening Surveys for Patients with Limited …,,T VanDyk,2024,scholarworks.uvm.edu,0,1
737,Research on Grid Inspection Technology based on General Knowledge Enhanced multi-modal Large Language Models,,"P Gao, Z Raoa, S Gaoa, Y Zhenga, Y Lia",Proc. of SPIE Vol,spiedigitallibrary.org,0,1
738,Integrating supervised extractive and generative language models for suicide risk evidence summarization,Proceedings of the 9th Workshop on …,"R Tanaka, Y Fukazawa",2024,aclanthology.org,2,1
739,Time-based language models,Proceedings of the twelfth international conference on …,"X Li, WB Croft",2003,dl.acm.org,363,13
740,Identifying Incarceration Status in the Electronic Health Record Using Large Language Models in Emergency Department Settings,,"T Huang, V Socrates, A Gilson, C Safranek, L Chi…",Journal of Clinical and …,cambridge.org,0,1
741,[PDF] … MULTI-CLASS NEWS CLASSIFICATION THROUGH BERT-AUGMENTED PROMPT ENGINEERING IN LARGE LANGUAGE MODELS: A NOVEL APPROACH,The 10th International scientific and practical …,"F Zhao, F Yu",2024,dspace.uzhnu.edu.ua,0,1
742,CrowS-pairs: A challenge dataset for measuring social biases in masked language models,arXiv preprint arXiv …,"N Nangia, C Vania, R Bhalerao…",2020,arxiv.org,399,6
743,Reflexion: Language agents with verbal reinforcement learning,Advances in …,"N Shinn, F Cassano, A Gopinath…",2024,proceedings.neurips.cc,242,2
744,[PDF] LLMany: On the use of LLM (Large Language Models) as substitutes for multi-voice groups,,"M de Araujo, JL Nunes, G de Almeida",,researchgate.net,0,1
745,The development of language-like communication without a language model,Science,S Goldin,1977,science.org,469,9
746,Cluster-based retrieval using language models,Proceedings of the 27th annual international ACM …,"X Liu, WB Croft",2004,dl.acm.org,617,6
747,Language modeling for bag-of-visual words image categorization,… of the 2008 international conference on …,"P Tirilly, V Claveau, P Gros",2008,dl.acm.org,201,12
748,Diffusion on language model embeddings for protein sequence generation,arXiv preprint arXiv …,"V Meshchaninov, P Strashnov, A Shevtsov…",2024,arxiv.org,0,1
749,Morph-based speech recognition and modeling of out-of-vocabulary words across languages,… Speech and Language …,"M Creutz, T Hirsimäki, M Kurimo, A Puurula…",2007,dl.acm.org,190,10
750,[PDF] Can large language models improve student learning?,,TH Pers,Improving University Science Teaching and Learning,tidsskrift.dk,0,1
751,Lightly supervised and unsupervised acoustic model training,Computer Speech & Language,"L Lamel, JL Gauvain, G Adda",2002,Elsevier,387,20
752,[PDF] Application of Large Language Models in Automatic Websites Remediation: A Preliminary Study on Enhancing Web Accessibility with ChatGPT,,"A Othman, A Dhouib, AN Al Jabor",,researchgate.net,0,1
753,Transformers and Language Models in Form Understanding: A Comprehensive Review of Scanned Document Analysis,arXiv preprint arXiv …,"A Abdallah, D Eberharter, Z Pfister, A Jatowt",2024,arxiv.org,0,1
754,Anomaly Detection by Adapting a pre-trained Vision Language Model,arXiv preprint arXiv:2403.09493,"Y Cai, X He, D Liang, A Tong, X Bai",2024,arxiv.org,0,1
755,Exploring pre-trained language models for event extraction and generation,Proceedings of the 57th …,"S Yang, D Feng, L Qiao, Z Kan, D Li",2019,aclanthology.org,326,1
756,FontCLIP: A Semantic Typography Visual-Language Model for Multilingual Font Applications,arXiv preprint arXiv …,"Y Tatsukawa, I Shen, A Qi, Y Koyama…",2024,arxiv.org,0,1
757,[PDF] Bayesian unsupervised word segmentation with nested Pitman-Yor language modeling,… Language Processing of the …,"D Mochihashi, T Yamada, N Ueda",2009,aclanthology.org,337,19
758,Language models and search algorithms for real-time speech recognition,Machine Studies,C Scagliola,1985,Elsevier,237,3
759,PENGEMBANGAN APLIKASI LATIHAN SOAL MENGGUNAKAN LARGE LANGUAGE MODEL (LLM) BERBASIS WEB,,"AE TARIGAN, E TANTAWI, J SITANGGANG",2024,repository.mikroskil.ac.id,0,1
760,PreCurious: How Innocent Pre-Trained Language Models Turn into Privacy Traps,arXiv preprint arXiv:2403.09562,"R Liu, T Wang, Y Cao, L Xiong",2024,arxiv.org,0,1
761,Moses: Open source toolkit for statistical machine translation,Proceedings of the …,"P Koehn, H Hoang, A Birch…",2007,research.ed.ac.uk,7196,46
762,Deidentifying a Norwegian clinical corpus-An effort to create a privacy-preserving Norwegian large clinical language model,… to Language Data …,"P Ngo, M Tejedor, TO Svenning…",2024,aclanthology.org,0,1
763,A word graph algorithm for large vocabulary continuous speech recognition,Computer Speech & Language,"S Ortmanns, H Ney, X Aubert",1997,Elsevier,272,8
764,[PDF] Integrating language and vision to generate natural language descriptions of videos in the wild,"… of COLING 2014,  the …","J Thomason, S Venugopalan…",2014,aclanthology.org,261,9
765,Vision-Language Models for Medical Report Generation and Visual Question Answering: A Review,arXiv preprint arXiv:2403.02469,"I Hartsock, G Rasool",2024,arxiv.org,0,1
766,AI Language Models Could Both Help and Harm Equity in Marine Policymaking: The Case Study of the BBNJ Question-Answering Bot,arXiv preprint arXiv …,"M Ziegler, S Lothian, B O'Neill, R Anderson…",2024,arxiv.org,0,1
767,"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter",arXiv preprint arXiv:1910.01108,"V Sanh, L Debut, J Chaumond, T Wolf",2019,arxiv.org,5569,5
768,Klue: Korean language understanding evaluation,arXiv preprint arXiv …,"S Park, J Moon, S Kim, WI Cho, J Han, J Park…",2021,arxiv.org,200,7
769,Freelb: Enhanced adversarial training for natural language understanding,arXiv preprint arXiv …,"C Zhu, Y Cheng, Z Gan, S Sun, T Goldstein…",2019,arxiv.org,443,5
770,BERTology meets biology: interpreting attention in protein language models,arXiv preprint arXiv …,"J Vig, A Madani, LR Varshney, C Xiong…",2020,arxiv.org,246,10
771,[PDF] Understanding minerals better: Advancing mineral classification framework through explainable AI and large language model integration,,"TTH Nguyen, TCM Truong",,researchgate.net,0,1
772,[PDF] The CMU statistical language modeling toolkit and its use in the 1994 ARPA CSR evaluation,,R Rosenfeld,1995,kilthub.cmu.edu,167,9
773,Jointly modeling deep video and compositional text to bridge vision and language in a unified framework,… of the AAAI conference on artificial …,"R Xu, C Xiong, W Chen, J Corso",2015,ojs.aaai.org,376,9
774,Accelerating inference and language model fusion of recurrent neural network transducers via end-to-end 4-bit quantization,arXiv preprint arXiv …,"A Fasoli, CY Chen, M Serrano…",2022,arxiv.org,4,6
775,A statistical semantic language model for source code,Proceedings of the 2013 …,"TT Nguyen, AT Nguyen, HA Nguyen…",2013,dl.acm.org,288,2
776,[PDF] Language modeling with sentence-level mixtures,Human Language Technology …,"R Iyer, M Ostendorf, JR Rohlicek",1994,aclanthology.org,88,6
777,Evaluating text gans as language models,arXiv preprint arXiv:1810.12686,"G Tevet, G Habib, V Shwartz, J Berant",2018,arxiv.org,43,4
778,Pix2struct: Screenshot parsing as pretraining for visual language understanding,International …,"K Lee, M Joshi, IR Turc, H Hu, F Liu…",2023,proceedings.mlr.press,94,7
779,"Pre-train, prompt, and predict: A systematic survey of prompting methods in natural language processing",ACM Computing …,"P Liu, W Yuan, J Fu, Z Jiang, H Hayashi…",2023,dl.acm.org,2867,4
780,Enriching pre-trained language model with entity information for relation classification,Proceedings of the 28th ACM international conference …,"S Wu, Y He",2019,dl.acm.org,404,5
781,Multi-class composite N-gram language model,Speech communication,"H Yamamoto, S Isogai, Y Sagisaka",2003,Elsevier,58,7
782,Word embedding based generalized language model for information retrieval,Proceedings of the 38th …,"D Ganguly, D Roy, M Mitra, GJF Jones",2015,dl.acm.org,307,10
783,[PDF] Sentence-level MT evaluation without reference translations: Beyond language modeling,Proceedings of the 10th EAMT …,"M Gamon, A Aue, M Smets",2005,aclanthology.org,151,8
784,[PDF] Recurrent continuous translation models,… methods in natural language …,"N Kalchbrenner, P Blunsom",2013,aclanthology.org,1851,6
785,[PDF] GPoeT: a language model trained for rhyme generation on synthetic data,,A Popescu,arodes.hes,so.ch,2,1
786,Thesis Proposal: Detecting Empathy Using Multimodal Language Model,Proceedings of the …,"MR Hasan, MZ Hossain, A Krishna…",2024,aclanthology.org,0,1
787,Large-scale adversarial training for vision-and-language representation learning,Advances in Neural …,"Z Gan, YC Chen, L Li, C Zhu…",2020,proceedings.neurips.cc,447,9
788,AI language models are transforming the medical writing space–like it or not!,Medical Writing,K Martin,2023,journal.emwa.org,0,1
789,[BUCH] Bayesian learning of probabilistic language models,,A Stolcke,1994,search.proquest.com,304,9
790,LEGION: Harnessing Pre-trained Language Models for GitHub Topic Recommendations with Distribution-Balance Loss,arXiv preprint arXiv …,"YT Dang, TL Cong, PT Nguyen, AMT Bui…",2024,arxiv.org,0,1
791,Hatebert: Retraining bert for abusive language detection in english,arXiv preprint arXiv …,"T Caselli, V Basile, J Mitrović, M Granitzer",2020,arxiv.org,269,9
792,ERNIE: Enhanced language representation with informative entities,arXiv preprint arXiv …,"Z Zhang, X Han, Z Liu, X Jiang, M Sun, Q Liu",2019,arxiv.org,1474,12
793,[HTML] Covid-twitter-bert: A natural language processing model to analyse covid-19 content on twitter,Frontiers in artificial …,"M Müller, M Salathé, PE Kummervold",2023,frontiersin.org,379,12
794,Ammus: A survey of transformer-based pretrained models in natural language processing,arXiv preprint arXiv …,"KS Kalyan, A Rajasekharan, S Sangeetha",2021,arxiv.org,217,3
795,Unsupervised languagemodel adaptation for meeting recognition,"… on Acoustics,  Speech and Signal Processing …","G Tur, A Stolcke",2007,ieeexplore.ieee.org,58,9
796,A comparative study of methods for estimating query language models with pseudo feedback,Proceedings of the 18th ACM conference on …,"Y Lv, CX Zhai",2009,dl.acm.org,225,8
797,Information Flow Routes: Automatically Interpreting Language Models at Scale,arXiv preprint arXiv:2403.00824,"J Ferrando, E Voita",2024,arxiv.org,0,1
798,A language modeling framework for expert finding,Information Processing & Management,"K Balog, L Azzopardi, M de Rijke",2009,Elsevier,294,19
799,[HTML] Shared computational principles for language processing in humans and deep language models,Nature …,"A Goldstein, Z Zada, E Buchnik, M Schain, A Price…",2022,nature.com,213,16
800,[PDF] Vocabulary and language model adaptation using information retrieval.,INTERSPEECH,"B Bigi, Y Huang, R De Mori",2004,icsi.berkeley.edu,43,12
801,PageRank without hyperlinks: Structural reranking using links induced by language models,ACM Transactions on Information Systems (TOIS),"O Kurland, L Lee",2010,dl.acm.org,265,17
802,Language modeling by variable length sequences: Theoretical formulation and evaluation of multigrams,1995 International Conference on …,"S Deligne, F Bimbot",1995,ieeexplore.ieee.org,232,7
803,Why Generate When You Can Discriminate? A Novel Technique for Text Classification using Language Models,Findings of the …,"S Pawar, N Ramrakhiyani, A Sinha…",2024,aclanthology.org,0,1
804,Frequency Balanced Datasets Lead to Better Language Models,Findings of the Association for …,"R Zevallos, M Farrús, N Bel",2023,aclanthology.org,1,1
805,Multi-task deep neural networks for natural language understanding,arXiv preprint arXiv:1901.11504,"X Liu, P He, W Chen, J Gao",2019,arxiv.org,1306,6
806,UDParse@ SIGTYP 2024 Shared Task: Modern language models for historical languages,Proceedings of the 6th Workshop on Research in …,J Heinecke,2024,aclanthology.org,1,2
807,Pre-training with whole word masking for chinese bert,"… ,  Speech,  and Language …","Y Cui, W Che, T Liu, B Qin…",2021,ieeexplore.ieee.org,1159,6
808,Large Language Modelle und unternehmenseigene Daten-Genauere Abfrageergebnisse dank effizientem Datenmanagement und verbesserten technischen …,,"E Reinking, M Becker",2024,econstor.eu,0,1
809,Learning the language of viral evolution and escape,Science,"B Hie, ED Zhong, B Berger, B Bryson",2021,science.org,219,20
810,Arabert: Transformer-based model for arabic language understanding,arXiv preprint arXiv:2003.00104,"W Antoun, F Baly, H Hajj",2020,arxiv.org,859,9
811,"[PDF] “As an AI language model, I cannot”: Investigating LLM Denials of User Requests",,"J Wester, T Schrills, H Pohl, N van Berkel",2024,joelwester.com,0,1
812,Prefix-tuning: Optimizing continuous prompts for generation,arXiv preprint arXiv:2101.00190,"XL Li, P Liang",2021,arxiv.org,2432,9
813,"Bart: Denoising sequence-to-sequence pre-training for natural language generation, translation, and comprehension",arXiv preprint arXiv …,"M Lewis, Y Liu, N Goyal, M Ghazvininejad…",2019,arxiv.org,8640,7
814,UzRoberta: A pre-trained language model for Uzbek,AIP Conference Proceedings,"R Davronov, F Adilova",2024,pubs.aip.org,0,1
815,IIITDWD-zk@ DravidianLangTech-2024: Leveraging the Power of Language Models for Hate Speech Detection in Telugu-English Code-Mixed Text,… for Dravidian Languages,"Z Shaik, SKR Kasu, S Saumya…",2024,aclanthology.org,1,2
816,[PDF] Long short-term memory recurrent neural network architectures for large scale acoustic modeling,,"H Sak, AW Senior, F Beaufays",isca,archive.org,3094,8
817,Parsimonious language models for information retrieval,Proceedings of the 27th annual …,"D Hiemstra, S Robertson, H Zaragoza",2004,dl.acm.org,167,15
818,Program synthesis for character level language modeling,International conference on …,"P Bielik, V Raychev, M Vechev",2022,openreview.net,16,6
819,Adapting Language Models When Training on Privacy-Transformed Data,13th Language …,"MAT Turan, D Klakow, E Vincent…",2022,inria.hal.science,2,8
820,Functorial Language Models,arXiv preprint arXiv:2103.14411,"A Toumi, A Koziell",2021,arxiv.org,208,8
821,The curious case of neural text degeneration,arXiv preprint arXiv …,"A Holtzman, J Buys, L Du, M Forbes, Y Choi",2019,arxiv.org,2350,8
822,Tinybert: Distilling bert for natural language understanding,arXiv preprint arXiv …,"X Jiao, Y Yin, L Shang, X Jiang, X Chen, L Li…",2019,arxiv.org,1560,5
823,Git: A generative image-to-text transformer for vision and language,arXiv preprint arXiv …,"J Wang, Z Yang, X Hu, L Li, K Lin, Z Gan, Z Liu…",2022,arxiv.org,312,4
824,An end-to-end neural network for polyphonic piano music transcription,"… Audio,  Speech,  and Language …","S Sigtia, E Benetos, S Dixon",2016,ieeexplore.ieee.org,385,14
825,Modeling long distance dependence in language: Topic mixtures vs. dynamic cache models,… Conference on Spoken Language …,"R Iyer, M Ostendorf",1996,ieeexplore.ieee.org,155,11
826,Unicoder-vl: A universal encoder for vision and language by cross-modal pre-training,Proceedings of the AAAI …,"G Li, N Duan, Y Fang, M Gong, D Jiang",2020,aaai.org,817,12
827,Assessing language models with scaling properties,arXiv preprint arXiv:1804.08881,"S Takahashi, K Tanaka",2018,arxiv.org,4,2
828,Taking a hint: Leveraging explanations to make vision and language models more grounded,Proceedings of the …,"RR Selvaraju, S Lee, Y Shen, H Jin…",2019,openaccess.thecvf.com,239,12
829,Language as a latent variable: Discrete generative models for sentence compression,arXiv preprint arXiv:1609.07317,"Y Miao, P Blunsom",2016,arxiv.org,258,5
830,Statistical language modeling for speech disfluencies,1996 IEEE International Conference on …,"A Stolcke, E Shriberg",1996,ieeexplore.ieee.org,209,14
831,[PDF] Unified language modeling using finite-state transducers with first applications.,,"HJGA Dolfing, PG Buckley, D Horowitz",isca,archive.org,6,3
832,An Interpretable Ensemble of Graph and Language Models for Improving Search Relevance in E-Commerce,arXiv preprint arXiv …,"N Choudhary, EW Huang, K Subbian…",2024,arxiv.org,0,1
833,[PDF] The astounding effectiveness of dual language education for all,NABE Journal of Research and practice,"VP Collier, WP Thomas",2004,musd.org,1128,13
834,[PDF] Improving Conversation-Context Language Models with Multiple Spoken Language Understanding Models.,,"R Masumura, T Tanaka, A Ando, H Kamiyama…",isca,archive.org,5,3
835,ProtLLM: An Interleaved Protein-Language LLM with Protein-as-Word Pre-Training,arXiv preprint arXiv …,"L Zhuo, Z Chi, M Xu, H Huang, H Zheng, C He…",2024,arxiv.org,0,1
836,Omnivl: One foundation model for image-language and video-language tasks,Advances in neural …,"J Wang, D Chen, Z Wu, C Luo, L Zhou…",2022,proceedings.neurips.cc,93,5
837,Human language technology: Opportunities and challenges,Proceedings.(ICASSP'05) …,"M Ostendorf, E Shriberg…",2005,ieeexplore.ieee.org,90,5
838,Unsupervised cross-lingual representation learning at scale,arXiv preprint arXiv …,"A Conneau, K Khandelwal, N Goyal…",2019,arxiv.org,4983,10
839,KEPLER: A unified model for knowledge embedding and pre-trained language representation,Transactions of the …,"X Wang, T Gao, Z Zhu, Z Zhang, Z Liu, J Li…",2021,direct.mit.edu,547,11
840,Wikireading: A novel large-scale language understanding task over wikipedia,arXiv preprint arXiv …,"D Hewlett, A Lacoste, L Jones, I Polosukhin…",2016,arxiv.org,157,7
841,"An introduction to deep learning in natural language processing: Models, techniques, and tools",Neurocomputing,"I Lauriola, A Lavelli, F Aiolli",2022,Elsevier,299,4
842,"Theory and practice-language education models in Africa: Research, design, decision-making and outcomes",,K Heugh,2011,repository.hsrc.ac.za,290,1
843,A structured model language for large continuous systems,,H Elmqvist,1978,portal.research.lu.se,444,3
844,Msr-vtt: A large video description dataset for bridging video and language,Proceedings of the IEEE …,"J Xu, T Mei, T Yao, Y Rui",2016,openaccess.thecvf.com,1718,13
845,[PDF] Online large-margin training for statistical machine translation,… in Natural Language …,"T Watanabe, J Suzuki, H Tsukada…",2007,aclanthology.org,240,14
846,Person search with natural language description,Proceedings of the …,"S Li, T Xiao, H Li, B Zhou, D Yue…",2017,openaccess.thecvf.com,376,13
847,Probabilistic relevance models based on document and query generation,Language modeling for information retrieval,"J Lafferty, C Zhai",2003,Springer,229,3
848,Is chatgpt a general-purpose natural language processing task solver?,arXiv preprint arXiv …,"C Qin, A Zhang, Z Zhang, J Chen, M Yasunaga…",2023,arxiv.org,408,4
849,HamNoSys–representing sign language data in language resources and language processing contexts,,T Hanke,lang.uni,hamburg.de,410,4
850,Scene text recognition using higher order language priors,British machine vision …,"A Mishra, K Alahari, CV Jawahar",2012,inria.hal.science,659,21
851,[PDF] An Introduction to Noor Corpus and its Language Model,… on Persian language …,"MH Elahimanesh, B Minaei",2012,researchgate.net,2,2
852,[PDF] Linguistic regularities in continuous space word representations,… linguistics: Human language …,"T Mikolov, W Yih, G Zweig",2013,aclanthology.org,5072,16
853,Image as a foreign language: Beit pretraining for all vision and vision-language tasks,arXiv preprint arXiv …,"W Wang, H Bao, L Dong, J Bjorck, Z Peng, Q Liu…",2022,arxiv.org,218,5
854,[PDF] Dialogue act classification using language models.,EuroSpeech,"N Reithinger, M Klesen",1997,Citeseer,209,6
855,Representation degeneration problem in training natural language generation models,arXiv preprint arXiv …,"J Gao, D He, X Tan, T Qin, L Wang, TY Liu",2019,arxiv.org,204,4
856,"Authors in the Age of Language-generation AI: To be or not to be, is that Really the Question?",Archives of Medical Research,JD Martínez,2023,Elsevier,6,1
857,GPT-3: What's it good for?,Natural Language Engineering,R Dale,2021,cambridge.org,464,4
858,[PDF] Semi-supervised acoustic and language modeling for hindi ASR,,"SP Rath, TS Bandarupalli, N Shah, N Onoe…",isca,archive.org,1,4
859,Semantics-aware BERT for language understanding,Proceedings of the …,"Z Zhang, Y Wu, H Zhao, Z Li, S Zhang, X Zhou…",2020,ojs.aaai.org,383,7
860,Towards Cognition-Aligned Visual Language Models via Zero-Shot Instance Retrieval,,"T Ma, D Organisciak, W Ma, Y Long",2024,preprints.org,0,1
861,"BioSeq-BLM: a platform for analyzing DNA, RNA and protein sequences based on biological language models",Nucleic acids research,"HL Li, YH Pang, B Liu",2021,academic.oup.com,93,7
862,How2: a large-scale dataset for multimodal language understanding,arXiv preprint arXiv …,"R Sanabria, O Caglayan, S Palaskar, D Elliott…",2018,arxiv.org,250,9
863,Language identification using Gaussian mixture model tokenization,"… on acoustics,  speech …",PA Torres,2002,ieeexplore.ieee.org,236,12
864,The woman worked as a babysitter: On biases in language generation,arXiv preprint arXiv …,"E Sheng, KW Chang, P Natarajan, N Peng",2019,arxiv.org,455,7
865,Neural sign language translation,Proceedings of the …,"NC Camgoz, S Hadfield, O Koller…",2018,openaccess.thecvf.com,543,17
866,A theoretically grounded application of dropout in recurrent neural networks,Advances in neural information …,"Y Gal, Z Ghahramani",2016,proceedings.neurips.cc,1937,10
867,IndoNLU: Benchmark and resources for evaluating Indonesian natural language understanding,arXiv preprint arXiv …,"B Wilie, K Vincentio, GI Winata, S Cahyawijaya…",2020,arxiv.org,237,7
868,"Is reinforcement learning (not) for natural language processing: Benchmarks, baselines, and building blocks for natural language policy optimization",arXiv preprint arXiv …,"R Ramamurthy, P Ammanabrolu, K Brantley…",2022,arxiv.org,44,3
869,Piqa: Reasoning about physical commonsense in natural language,… of the AAAI conference on artificial …,"Y Bisk, R Zellers, J Gao, Y Choi",2020,ojs.aaai.org,604,9
870,Reproducible scaling laws for contrastive language-image learning,Proceedings of the …,"M Cherti, R Beaumont, R Wightman…",2023,openaccess.thecvf.com,212,6
871,[PDF] The n-best algorithm: Efficient procedure for finding top n sentence hypotheses,Speech and Natural Language …,"YL Chow, R Schwartz",1989,aclanthology.org,169,6
872,[PDF] Construction of spoken language model including fillers using filler prediction model.,,"K Ohta, M Tsuchiya, S Nakagawa",isca,archive.org,6,2
873,Pretraining-based natural language generation for text summarization,arXiv preprint arXiv:1902.09243,"H Zhang, J Xu, J Wang",2019,arxiv.org,239,5
874,The power of scale for parameter-efficient prompt tuning,arXiv preprint arXiv:2104.08691,"B Lester, R Al",2021,arxiv.org,2209,9
875,Communication-efficient learning of deep networks from decentralized data,Artificial intelligence …,"B McMahan, E Moore, D Ramage…",2017,proceedings.mlr.press,14455,6
876,Opensubtitles2016: Extracting large parallel corpora from movie and tv subtitles,,"P Lison, J Tiedemann",2016,duo.uio.no,872,8
877,Comparing Human Text Classification Performance and Explainability with Large Language and Machine Learning Models Using Eye-Tracking,,"JD Venkatesh, A Jaiswal, G Nanda",2024,europepmc.org,0,1
878,Investigating grammatical abstraction in language models using few-shot learning of novel noun gender,Findings of the …,"P Sukumaran, C Houghton…",2024,aclanthology.org,0,1
879,Architecture for Converting Natural Language to SQL Queries,,"K Patlolla, S Walker, C Augusto",2024,tdcommons.org,0,1
880,[PDF] Learning a spelling error model from search query logs,Proceedings of Human Language …,"F Ahmad, G Kondrak",2005,aclanthology.org,143,17
881,[PDF] Deciphering foreign language,… Computational Linguistics: Human Language …,"S Ravi, K Knight",2011,aclanthology.org,161,9
882,Unleashing the Power of Language Models in Text-Attributed Graph,Findings of the …,"H Kuang, J Xu, H Zhang, Z Zhao, Q Zhang…",2023,aclanthology.org,1,2
883,Cross‐language transfer of morphological awareness in Chinese–English bilinguals,Journal of Research …,"A Pasquarella, X Chen, K Lam, YC Luo…",2011,Wiley Online Library,252,9
884,Automatic language identification of telephone speech messages using phoneme recognition and n-gram modeling,Proceedings of ICASSP'94. IEEE …,"MA Zissman, E Singer",1994,ieeexplore.ieee.org,197,4
885,Quiet-STaR: Language Models Can Teach Themselves to Think Before Speaking,arXiv preprint arXiv …,"E Zelikman, G Harik, Y Shao, V Jayasiri…",2024,arxiv.org,0,1
886,[PDF] Generating text with recurrent neural networks,Proceedings of the 28th …,"I Sutskever, J Martens, GE Hinton",2011,cs.toronto.edu,1989,18
887,Topic discovery via latent space clustering of pretrained language model representations,Proceedings of the ACM …,"Y Meng, Y Zhang, J Huang, Y Zhang…",2022,dl.acm.org,44,6
888,Bridging Language and Items for Retrieval and Recommendation,arXiv preprint arXiv …,"Y Hou, J Li, Z He, A Yan, X Chen, J McAuley",2024,arxiv.org,0,1
889,An overview of decoding techniques for large vocabulary continuous speech recognition,Computer Speech & Language,XL Aubert,2002,Elsevier,155,8
890,Chronos: Learning the Language of Time Series,arXiv preprint arXiv …,"AF Ansari, L Stella, C Turkmen, X Zhang…",2024,arxiv.org,0,1
891,Evolution of transfer learning in natural language processing,arXiv preprint arXiv:1910.07370,"A Malte, P Ratadiya",2019,arxiv.org,60,2
892,[PDF] The quality of dental caries-related multiple-choice questions and answers generated by ChatGPT and Bard language models,,"WM Ahmed, AA Azhari, A Alfaraj, A Alhamadani…",Heliyon,cell.com,0,1
893,Specaugment: A simple data augmentation method for automatic speech recognition,arXiv preprint arXiv …,"DS Park, W Chan, Y Zhang, CC Chiu, B Zoph…",2019,arxiv.org,3624,9
894,[PDF] Approaches to language identification using Gaussian mixture models and shifted delta cepstral features.,Interspeech,PA Torres,2002,Citeseer,614,9
895,Ul2: Unifying language learning paradigms,arXiv preprint arXiv …,"Y Tay, M Dehghani, VQ Tran, X Garcia, J Wei…",2022,arxiv.org,249,4
896,[HTML] Systematic evaluation of common natural language processing techniques to codify clinical notes,Plos one,"N Tavabi, M Singh, J Pruneski, AM Kiapour",2024,journals.plos.org,7,3
897,Building end-to-end dialogue systems using generative hierarchical neural network models,Proceedings of the AAAI …,"I Serban, A Sordoni, Y Bengio, A Courville…",2016,ojs.aaai.org,2027,12
898,[PDF] Domain adaptation via pseudo in-domain data selection,… empirical methods in natural language …,"A Axelrod, X He, J Gao",2011,aclanthology.org,658,10
899,A vector space modeling approach to spoken language identification,"… on Audio,  Speech,  and Language …","H Li, B Ma, CH Lee",2006,ieeexplore.ieee.org,295,11
900,[HTML] The ERP response to the amount of information conveyed by words in sentences,Brain and language,"SL Frank, LJ Otten, G Galli, G Vigliocco",2015,Elsevier,386,18
901,Deid-gpt: Zero-shot medical text de-identification by gpt-4,arXiv preprint arXiv …,"Z Liu, Y Huang, X Yu, L Zhang, Z Wu, C Cao…",2023,arxiv.org,96,2
902,[PDF] Combining lexical and grammatical features to improve readability measures for first and second language texts,Human language …,"M Heilman, K Collins",2007,aclanthology.org,296,13
903,Word embedding for understanding natural language: a survey,Guide to big data applications,"Y Li, T Yang",2018,Springer,293,3
904,Harnessing Moderate-Sized Language Models for Reliable Patient Data De-identification in Emergency Department Records: An Evaluation of Strategies and …,,"O Dorémus, D Russon, B Contrand, A Guerra",2024,inria.hal.science,0,1
